Gen	theta_1M	theta_2T	theta_3N	theta_4R	theta_5S	theta_6X	theta_7Y	tau_4R	tau_5S	tau_6X	tau_7Y	phi_X	phi_Y	lnL
955	0.001144	0.002562	0.013429	0.006089	0.002759	0.009018	0.005921	0.004597	0.003513	0.000465	0.000465	0.209718	0.145982	-156135.625
960	0.001153	0.002582	0.014384	0.006312	0.002769	0.008968	0.005342	0.004598	0.003553	0.000468	0.000468	0.251391	0.122050	-156170.753
965	0.001120	0.002509	0.015050	0.005915	0.002723	0.010387	0.005192	0.004479	0.003417	0.000455	0.000455	0.254508	0.097416	-156094.835
970	0.001082	0.002423	0.014502	0.005671	0.002545	0.010221	0.005013	0.004332	0.003396	0.000406	0.000406	0.254508	0.076884	-156097.230
975	0.001059	0.002373	0.015135	0.005553	0.002550	0.010354	0.005581	0.004242	0.003259	0.000398	0.000398	0.254508	0.076884	-156158.664
980	0.001097	0.002060	0.015152	0.005755	0.002666	0.009003	0.005625	0.004396	0.003350	0.000412	0.000412	0.264939	0.092894	-156144.329
985	0.001112	0.002087	0.015180	0.006088	0.002640	0.010371	0.006050	0.004453	0.003461	0.000418	0.000418	0.264939	0.092894	-156132.770
990	0.001136	0.002132	0.017204	0.006219	0.002831	0.009249	0.006179	0.004549	0.003391	0.000456	0.000456	0.281199	0.067422	-156172.277
995	0.001115	0.002093	0.018157	0.006106	0.002697	0.009349	0.006815	0.004466	0.003418	0.000447	0.000447	0.233756	0.026781	-156145.208
1000	0.001115	0.002093	0.017401	0.006106	0.003338	0.009027	0.006198	0.004466	0.003255	0.000447	0.000447	0.270594	0.026781	-156107.036
1005	0.001104	0.002073	0.017205	0.006048	0.003349	0.007726	0.006563	0.004424	0.003190	0.000443	0.000443	0.306214	0.026781	-156106.204
1010	0.001083	0.002033	0.014067	0.006211	0.003138	0.007657	0.006933	0.004284	0.003253	0.000435	0.000435	0.267682	0.026781	-156079.300
1015	0.001124	0.002110	0.014309	0.006625	0.003298	0.009460	0.008243	0.004482	0.003341	0.000500	0.000500	0.267682	0.017494	-156124.910
1020	0.001120	0.002102	0.014405	0.006291	0.004095	0.011701	0.007428	0.004465	0.002987	0.000471	0.000471	0.318775	0.015238	-156104.031
1025	0.001098	0.002298	0.015885	0.005783	0.003390	0.009505	0.007327	0.004378	0.002763	0.000462	0.000462	0.318775	0.022546	-156118.398
1030	0.001131	0.001951	0.014057	0.005369	0.004728	0.009254	0.007400	0.004510	0.002692	0.000424	0.000424	0.313030	0.022546	-156175.588
1035	0.001118	0.001929	0.015676	0.005204	0.004476	0.009239	0.007583	0.004491	0.002733	0.000419	0.000419	0.260890	0.026118	-156140.657
1040	0.001181	0.002038	0.014960	0.005679	0.004780	0.011471	0.008346	0.004682	0.002860	0.000443	0.000443	0.260890	0.026118	-156158.225
1045	0.001134	0.001956	0.014284	0.005178	0.005161	0.011189	0.008565	0.004494	0.002752	0.000425	0.000425	0.221132	0.026118	-156108.880
1050	0.001134	0.002226	0.014455	0.005178	0.006036	0.010863	0.008449	0.004494	0.002665	0.000425	0.000425	0.221132	0.011120	-156106.719
1055	0.001134	0.002226	0.013932	0.005178	0.005451	0.012253	0.007462	0.004494	0.002905	0.000425	0.000425	0.264859	0.011120	-156094.997
1060	0.001193	0.002342	0.014647	0.005588	0.005859	0.009900	0.007334	0.004687	0.003064	0.000447	0.000447	0.298514	0.019687	-156098.959
1065	0.001173	0.002303	0.012848	0.005333	0.006827	0.010019	0.007769	0.004608	0.002911	0.000485	0.000485	0.306286	0.020485	-156125.545
1070	0.001184	0.002325	0.012276	0.005831	0.006321	0.010339	0.007722	0.004652	0.002901	0.000516	0.000516	0.322504	0.020485	-156142.381
1075	0.001184	0.002325	0.011549	0.005683	0.005860	0.009921	0.007488	0.004697	0.002981	0.000572	0.000572	0.361357	0.012712	-156127.369
1080	0.001209	0.002435	0.014730	0.005657	0.005637	0.010282	0.007726	0.004728	0.003193	0.000584	0.000584	0.327752	0.013911	-156082.619
1085	0.001179	0.002143	0.014691	0.005519	0.005652	0.009637	0.007378	0.004613	0.003050	0.000499	0.000499	0.353995	0.024401	-156120.381
1090	0.001172	0.002129	0.013638	0.005485	0.005394	0.011176	0.008582	0.004584	0.002942	0.000572	0.000572	0.325426	0.038508	-156141.971
1095	0.001202	0.002184	0.014486	0.005524	0.006033	0.011167	0.009365	0.004730	0.002826	0.000587	0.000587	0.279152	0.029068	-156166.977
1100	0.001158	0.002104	0.014906	0.005216	0.006110	0.010533	0.010015	0.004595	0.002699	0.000518	0.000518	0.307109	0.029068	-156183.851
1105	0.001118	0.002032	0.017512	0.005037	0.006424	0.014978	0.007964	0.004437	0.002339	0.000436	0.000436	0.323792	0.029068	-156143.245
1110	0.001098	0.002495	0.018861	0.005632	0.005255	0.016501	0.007369	0.004262	0.002381	0.000483	0.000483	0.365222	0.018504	-156187.922
1115	0.001132	0.002573	0.018263	0.005989	0.004936	0.015376	0.007154	0.004336	0.002646	0.000498	0.000498	0.375673	0.026432	-156140.628
1120	0.001097	0.002761	0.015201	0.005805	0.004939	0.013520	0.007878	0.004203	0.002399	0.000511	0.000511	0.304521	0.024276	-156126.468
1125	0.001149	0.002458	0.014675	0.005902	0.006562	0.014554	0.007710	0.004464	0.002364	0.000536	0.000536	0.298765	0.024276	-156139.058
1130	0.001149	0.002561	0.015300	0.005902	0.005088	0.014999	0.007261	0.004464	0.002728	0.000536	0.000536	0.283669	0.024276	-156159.938
1135	0.001149	0.002561	0.016359	0.006071	0.005079	0.014096	0.005716	0.004415	0.002760	0.000487	0.000487	0.285713	0.024276	-156136.735
1140	0.001127	0.002512	0.015591	0.005614	0.004669	0.015769	0.006127	0.004426	0.002889	0.000477	0.000477	0.285713	0.017370	-156157.723
1145	0.001155	0.002954	0.015579	0.005967	0.005570	0.013732	0.006620	0.004533	0.002878	0.000489	0.000489	0.273513	0.017325	-156138.634
1150	0.001105	0.002827	0.014947	0.005711	0.005112	0.013180	0.005776	0.004339	0.002853	0.000468	0.000468	0.272817	0.009193	-156148.547
1155	0.001106	0.002831	0.014173	0.005847	0.005537	0.015398	0.005380	0.004458	0.002773	0.000468	0.000468	0.244941	0.009193	-156130.016
1160	0.001163	0.003565	0.015925	0.006594	0.006444	0.017337	0.004750	0.004559	0.002677	0.000473	0.000473	0.244941	0.009193	-156179.517
1165	0.001103	0.004040	0.013159	0.006118	0.007575	0.017258	0.003924	0.004365	0.002524	0.000449	0.000449	0.229400	0.009193	-156102.747
1170	0.001089	0.002813	0.014658	0.006042	0.005487	0.016544	0.003875	0.004311	0.002473	0.000443	0.000443	0.240386	0.009193	-156089.947
1175	0.001062	0.003325	0.016026	0.006474	0.006960	0.014398	0.003780	0.004298	0.002008	0.000461	0.000461	0.309182	0.009193	-156068.748
1180	0.001039	0.002934	0.016594	0.005856	0.007432	0.014063	0.003976	0.004205	0.002092	0.000451	0.000451	0.222741	0.009193	-156119.269
1185	0.001095	0.003039	0.015930	0.006351	0.006472	0.013770	0.004188	0.004366	0.002329	0.000475	0.000475	0.198823	0.009193	-156147.663
1190	0.001069	0.004210	0.015626	0.005919	0.006843	0.014242	0.005068	0.004231	0.002319	0.000464	0.000464	0.198823	0.009193	-156125.686
1195	0.001068	0.002952	0.015956	0.005975	0.006660	0.013526	0.005506	0.004293	0.002293	0.000464	0.000464	0.237660	0.009193	-156129.718
1200	0.001116	0.003043	0.014142	0.006099	0.007255	0.014554	0.005572	0.004377	0.002275	0.000418	0.000418	0.199136	0.009193	-156092.093
1205	0.001151	0.002729	0.014109	0.006288	0.007274	0.013306	0.005745	0.004513	0.002295	0.000431	0.000431	0.241650	0.009193	-156082.704
1210	0.001151	0.003407	0.013682	0.006442	0.006111	0.014291	0.005745	0.004460	0.002257	0.000469	0.000469	0.203648	0.006233	-156122.226
1215	0.001186	0.004020	0.015347	0.006429	0.005558	0.014846	0.005355	0.004497	0.002361	0.000484	0.000484	0.222997	0.006233	-156155.901
1220	0.001125	0.002123	0.015881	0.006327	0.004052	0.015632	0.005431	0.004200	0.002591	0.000394	0.000394	0.235494	0.006233	-156137.317
1225	0.001125	0.002945	0.016644	0.006327	0.004056	0.013528	0.005983	0.004200	0.002586	0.000464	0.000464	0.270407	0.006233	-156076.406
1230	0.001111	0.002908	0.016335	0.006372	0.004376	0.017583	0.005614	0.004211	0.002548	0.000388	0.000388	0.252276	0.006233	-156138.240
1235	0.001112	0.002763	0.016155	0.006277	0.004741	0.016775	0.006346	0.004245	0.002724	0.000456	0.000456	0.252276	0.003544	-156113.182
1240	0.001156	0.002872	0.016023	0.006263	0.003858	0.016553	0.006060	0.004480	0.002945	0.000474	0.000474	0.228488	0.013869	-156165.467
1245	0.001135	0.002563	0.013194	0.006020	0.003719	0.020318	0.005949	0.004429	0.002935	0.000441	0.000441	0.234382	0.013069	-156124.822
1250	0.001135	0.002902	0.015064	0.006020	0.004739	0.018733	0.005513	0.004429	0.002680	0.000505	0.000505	0.188293	0.015513	-156122.348
1255	0.001153	0.003754	0.014970	0.005722	0.004527	0.020623	0.005844	0.004532	0.002509	0.000442	0.000442	0.173168	0.015173	-156143.366
1260	0.001094	0.002513	0.013763	0.005197	0.004659	0.019418	0.005410	0.004384	0.002655	0.000419	0.000419	0.133355	0.015173	-156194.551
1265	0.001103	0.002532	0.014242	0.005134	0.005696	0.016758	0.005449	0.004452	0.002708	0.000422	0.000422	0.165756	0.015173	-156147.319
1270	0.001112	0.002553	0.015134	0.005041	0.005483	0.018273	0.005151	0.004536	0.002840	0.000426	0.000426	0.165304	0.037504	-156178.222
1275	0.001149	0.002639	0.015100	0.005493	0.004567	0.016977	0.005326	0.004591	0.002789	0.000440	0.000440	0.152069	0.037504	-156194.652
1280	0.001100	0.002527	0.016874	0.004990	0.004636	0.015697	0.005099	0.004489	0.002543	0.000446	0.000446	0.144232	0.037504	-156195.329
1285	0.001110	0.002861	0.017999	0.005655	0.004413	0.017456	0.005144	0.004529	0.002692	0.000450	0.000450	0.166350	0.037504	-156174.864
1290	0.001110	0.002746	0.017620	0.005463	0.004151	0.017395	0.005144	0.004595	0.002833	0.000450	0.000450	0.128736	0.037504	-156157.338
1295	0.001123	0.002778	0.017057	0.005777	0.004414	0.018908	0.005462	0.004569	0.002749	0.000455	0.000455	0.128736	0.037504	-156152.753
1300	0.001123	0.002778	0.017245	0.005650	0.004447	0.018205	0.004932	0.004610	0.002732	0.000455	0.000455	0.138975	0.100138	-156142.034
1305	0.001160	0.002870	0.014852	0.005837	0.004672	0.016989	0.004647	0.004763	0.002783	0.000471	0.000471	0.168309	0.086804	-156119.346
1310	0.001114	0.002339	0.014820	0.005192	0.003723	0.016017	0.004462	0.004508	0.002938	0.000452	0.000452	0.164873	0.086804	-156145.195
1315	0.001189	0.002496	0.013652	0.005349	0.003861	0.017447	0.005525	0.004811	0.003212	0.000482	0.000482	0.194623	0.086804	-156174.856
1320	0.001237	0.002597	0.014534	0.005474	0.004120	0.015565	0.005080	0.004928	0.003270	0.000502	0.000502	0.222209	0.060604	-156157.609
1325	0.001194	0.002137	0.013003	0.004998	0.003683	0.012960	0.005153	0.004756	0.003367	0.000520	0.000520	0.239346	0.060604	-156170.047
1330	0.001215	0.002038	0.011644	0.005180	0.003848	0.010840	0.006156	0.004816	0.003353	0.000469	0.000469	0.201027	0.060604	-156149.742
1335	0.001163	0.001950	0.013725	0.004957	0.003705	0.012582	0.006897	0.004608	0.003191	0.000448	0.000448	0.169008	0.060604	-156145.494
1340	0.001131	0.001897	0.012724	0.004927	0.003527	0.012416	0.006549	0.004541	0.003161	0.000373	0.000373	0.177028	0.061258	-156177.545
1345	0.001204	0.002020	0.015155	0.005536	0.003404	0.013245	0.006770	0.004759	0.003344	0.000439	0.000439	0.180030	0.047395	-156182.709
1350	0.001187	0.001990	0.014081	0.005656	0.003682	0.012218	0.005946	0.004633	0.003040	0.000432	0.000432	0.183105	0.072473	-156151.675
1355	0.001187	0.001990	0.012631	0.005279	0.004458	0.014788	0.005946	0.004751	0.002919	0.000397	0.000397	0.187436	0.059819	-156199.929
1360	0.001184	0.002762	0.013016	0.005268	0.004307	0.014904	0.006699	0.004741	0.002991	0.000420	0.000420	0.217549	0.059819	-156112.169
1365	0.001143	0.002167	0.013228	0.004679	0.004256	0.013811	0.005818	0.004577	0.002830	0.000405	0.000405	0.194998	0.107664	-156179.698
1370	0.001232	0.002336	0.013965	0.005042	0.005817	0.012566	0.004815	0.004932	0.002689	0.000437	0.000437	0.177286	0.107664	-156180.128
1375	0.001209	0.002292	0.013039	0.005017	0.005751	0.012101	0.005359	0.004810	0.002622	0.000429	0.000429	0.160127	0.107664	-156169.338
1380	0.001170	0.002219	0.013312	0.004861	0.005529	0.014108	0.004778	0.004654	0.002478	0.000415	0.000415	0.135473	0.130156	-156168.817
1385	0.001169	0.002024	0.013718	0.004661	0.005334	0.012321	0.004770	0.004647	0.002546	0.000414	0.000414	0.135473	0.130156	-156164.744
1390	0.001227	0.002124	0.012741	0.004893	0.006251	0.016228	0.005656	0.004878	0.002643	0.000435	0.000435	0.135473	0.103990	-156153.856
1395	0.001143	0.001980	0.012902	0.004414	0.007183	0.015068	0.004598	0.004619	0.002217	0.000405	0.000405	0.135473	0.125473	-156177.325
1400	0.001160	0.002008	0.013844	0.004478	0.006273	0.015555	0.005479	0.004686	0.002469	0.000411	0.000411	0.129153	0.125473	-156152.530
1405	0.001179	0.002042	0.016126	0.004493	0.006969	0.013742	0.006335	0.004795	0.002332	0.000418	0.000418	0.138892	0.125473	-156177.692
1410	0.001179	0.002042	0.017430	0.004616	0.006572	0.010703	0.004934	0.004730	0.002448	0.000426	0.000426	0.138892	0.098093	-156164.958
1415	0.001206	0.002089	0.016356	0.004722	0.006600	0.012009	0.005208	0.004838	0.002543	0.000436	0.000436	0.115746	0.098093	-156192.079
1420	0.001206	0.002089	0.016410	0.004793	0.005925	0.013758	0.004949	0.004805	0.002529	0.000436	0.000436	0.173497	0.122339	-156163.375
1425	0.001206	0.002590	0.017531	0.004793	0.005463	0.013877	0.005306	0.004805	0.002620	0.000436	0.000436	0.153928	0.144022	-156157.988
1430	0.001167	0.002505	0.017549	0.004596	0.005405	0.011795	0.005521	0.004665	0.002436	0.000404	0.000404	0.090660	0.165344	-156175.741
1435	0.000930	0.002238	0.018536	0.004905	0.005163	0.011910	0.004872	0.004745	0.002434	0.000367	0.000367	0.090660	0.165344	-156172.618
1440	0.000948	0.002282	0.018864	0.005123	0.004579	0.012648	0.005670	0.004782	0.002492	0.000374	0.000374	0.090660	0.165344	-156152.858
1445	0.000948	0.002282	0.019416	0.005256	0.004715	0.012304	0.006154	0.004723	0.002431	0.000374	0.000374	0.054542	0.121761	-156226.038
1450	0.000907	0.002183	0.018413	0.004935	0.005935	0.009891	0.006221	0.004561	0.002173	0.000358	0.000358	0.085431	0.084110	-156162.411
1455	0.000899	0.002163	0.016887	0.004891	0.005998	0.007966	0.005824	0.004521	0.002302	0.000354	0.000354	0.110287	0.068949	-156174.890
1460	0.000903	0.002173	0.016135	0.004913	0.006837	0.010205	0.004889	0.004542	0.002218	0.000324	0.000324	0.110287	0.068949	-156121.776
1465	0.000875	0.002105	0.016742	0.005116	0.006112	0.011149	0.005021	0.004462	0.002302	0.000314	0.000314	0.110287	0.068949	-156147.691
1470	0.000897	0.002160	0.014671	0.005212	0.006505	0.010912	0.005635	0.004595	0.002289	0.000322	0.000322	0.101903	0.068949	-156167.314
1475	0.000936	0.001685	0.015136	0.005334	0.006584	0.013358	0.005549	0.004837	0.002638	0.000310	0.000310	0.118822	0.068949	-156135.851
1480	0.000880	0.001985	0.013884	0.005420	0.005864	0.012747	0.004771	0.004511	0.002459	0.000292	0.000292	0.157930	0.071384	-156097.350
1485	0.000880	0.001571	0.014783	0.005420	0.005629	0.012079	0.005302	0.004511	0.002460	0.000292	0.000292	0.178780	0.071384	-156109.851
1490	0.000837	0.001494	0.014159	0.005157	0.004954	0.013134	0.004617	0.004292	0.002508	0.000278	0.000278	0.178780	0.086305	-156107.981
1495	0.000905	0.001615	0.015189	0.005778	0.004685	0.013728	0.004991	0.004570	0.002665	0.000300	0.000300	0.160234	0.086305	-156142.516
1500	0.000922	0.001647	0.016180	0.005575	0.004758	0.014535	0.005087	0.004659	0.002725	0.000306	0.000306	0.211462	0.086305	-156136.995
1505	0.000901	0.001608	0.014442	0.005408	0.003999	0.013952	0.005688	0.004560	0.002789	0.000282	0.000282	0.195191	0.045040	-156137.127
1510	0.000933	0.001666	0.014725	0.005485	0.004145	0.012243	0.005256	0.004793	0.002890	0.000292	0.000292	0.195191	0.063570	-156134.923
1515	0.000946	0.002729	0.012825	0.005093	0.005059	0.012506	0.005327	0.004749	0.002964	0.000296	0.000296	0.211620	0.088365	-156207.272
1520	0.000910	0.001765	0.013441	0.004832	0.003899	0.010486	0.004874	0.004595	0.002934	0.000285	0.000285	0.180614	0.088365	-156150.544
1525	0.000959	0.002468	0.014231	0.005093	0.004081	0.008268	0.005137	0.004843	0.003109	0.000351	0.000351	0.156086	0.088365	-156161.290
1530	0.000945	0.003380	0.014517	0.005089	0.003892	0.009098	0.005782	0.004743	0.003150	0.000308	0.000308	0.132154	0.057440	-156210.465
1535	0.000945	0.003258	0.014557	0.005089	0.003828	0.009084	0.005782	0.004743	0.003198	0.000308	0.000308	0.167720	0.078608	-156127.843
1540	0.000931	0.002587	0.015493	0.004893	0.003557	0.009009	0.005297	0.004711	0.003322	0.000304	0.000304	0.159705	0.046106	-156200.309
1545	0.000943	0.002623	0.016549	0.004883	0.004331	0.009400	0.005369	0.004801	0.003190	0.000285	0.000285	0.159705	0.040629	-156160.255
1550	0.000970	0.002697	0.018510	0.004350	0.004464	0.007928	0.006142	0.004936	0.003273	0.000293	0.000293	0.200678	0.018540	-156117.161
1555	0.000946	0.002699	0.015504	0.004241	0.004239	0.010708	0.005467	0.004812	0.003269	0.000285	0.000285	0.235480	0.017724	-156169.585
1560	0.000987	0.003368	0.015449	0.003929	0.004022	0.008547	0.004755	0.005025	0.003473	0.000298	0.000298	0.217289	0.017724	-156167.611
1565	0.001033	0.003523	0.016189	0.004244	0.004385	0.006569	0.004677	0.005203	0.003499	0.000312	0.000312	0.245074	0.017724	-156187.346
1570	0.001025	0.003495	0.014663	0.004200	0.005792	0.007582	0.005071	0.005164	0.003253	0.000309	0.000309	0.282871	0.018653	-156174.794
1575	0.001022	0.002560	0.013876	0.004556	0.004464	0.007622	0.005241	0.005104	0.003314	0.000308	0.000308	0.289224	0.023380	-156188.190
1580	0.001048	0.002623	0.014226	0.004301	0.004571	0.009583	0.005372	0.005231	0.003399	0.000316	0.000316	0.255923	0.023380	-156195.909
1585	0.001027	0.002571	0.014805	0.004387	0.004753	0.011064	0.004865	0.005052	0.003157	0.000310	0.000310	0.236878	0.023380	-156174.401
1590	0.001004	0.003060	0.014889	0.004434	0.005209	0.011879	0.004759	0.004880	0.002830	0.000303	0.000303	0.236878	0.023492	-156137.273
1595	0.001004	0.002350	0.015266	0.004479	0.005027	0.010417	0.005877	0.004859	0.002921	0.000303	0.000303	0.216806	0.042201	-156197.153
1600	0.001027	0.003807	0.015438	0.004407	0.004776	0.010564	0.006009	0.005040	0.003191	0.000310	0.000310	0.178831	0.042201	-156201.413
1605	0.001006	0.002549	0.015040	0.004319	0.005513	0.008889	0.005299	0.004939	0.002984	0.000304	0.000304	0.178831	0.042201	-156209.822
1610	0.001058	0.002475	0.015733	0.004736	0.005326	0.008630	0.005571	0.005100	0.003004	0.000319	0.000319	0.197068	0.042201	-156187.150
1615	0.001011	0.001942	0.016935	0.004291	0.005325	0.008149	0.005325	0.004987	0.002759	0.000305	0.000305	0.133045	0.067655	-156187.216
1620	0.000982	0.001886	0.014487	0.004167	0.005383	0.009173	0.005171	0.004843	0.002758	0.000296	0.000296	0.166377	0.088343	-156162.127
1625	0.000982	0.001886	0.014384	0.004167	0.006142	0.007101	0.005961	0.004843	0.002581	0.000296	0.000296	0.189895	0.088343	-156136.804
1630	0.001001	0.001922	0.014561	0.004197	0.005892	0.006207	0.006521	0.004963	0.002830	0.000302	0.000302	0.166589	0.067990	-156194.837
1635	0.001063	0.002042	0.013776	0.005189	0.005638	0.008625	0.005764	0.005146	0.002995	0.000321	0.000321	0.178839	0.054720	-156144.859
1640	0.000993	0.001906	0.015489	0.004594	0.005155	0.006078	0.005381	0.004915	0.002849	0.000300	0.000300	0.251673	0.031462	-156192.971
1645	0.000993	0.001584	0.014068	0.004691	0.005435	0.006853	0.006087	0.004871	0.002718	0.000300	0.000300	0.195790	0.031462	-156161.840
1650	0.000995	0.001588	0.014358	0.004729	0.004568	0.008639	0.006722	0.004915	0.002868	0.000300	0.000300	0.253656	0.043834	-156188.216
1655	0.001020	0.001628	0.013637	0.005024	0.004948	0.010853	0.008255	0.004963	0.002800	0.000308	0.000308	0.228371	0.043834	-156155.466
1660	0.001000	0.001596	0.014370	0.004752	0.005424	0.009156	0.008159	0.004942	0.002583	0.000302	0.000302	0.222273	0.043834	-156168.874
1665	0.001000	0.001596	0.014235	0.004311	0.005306	0.008517	0.007744	0.005009	0.002634	0.000302	0.000302	0.267181	0.043834	-156125.477
1670	0.000953	0.001521	0.015017	0.004095	0.005007	0.007589	0.008067	0.004779	0.002599	0.000288	0.000288	0.208636	0.043834	-156168.612
1675	0.000975	0.001555	0.016046	0.004601	0.005329	0.007779	0.005836	0.004933	0.002564	0.000294	0.000294	0.236165	0.043834	-156155.912
1680	0.001024	0.001953	0.016457	0.004834	0.006132	0.007174	0.005178	0.005183	0.002708	0.000355	0.000355	0.261551	0.065017	-156148.556
1685	0.001052	0.002006	0.017331	0.004479	0.005296	0.009312	0.006267	0.005345	0.003063	0.000397	0.000397	0.261551	0.065017	-156128.136
